ru_word,en_word,transcription,example_en,example_ru
сигнал,cue,[kju:],"That's your cue to come back out here and pull that fire alarm, got it?","Это будет сигналом для тебя вернуться сюда и дернуть пожарную сигнализацию, понял?"
культ,cult,[kʌlt],The Cult of Nicholas II,Культ Николая II
культивировать,cultivate,[ˈkʌltɪveɪt],"The alternative, then, is to begin to cultivate what I term the “acceptance mindset.”","Я предлагаю культивировать то, что называю «позицией принятия»."
культурный,cultural,[ˈkʌltʃərəl],A new cultural Cold War?,Новая «холодная война» на культурной почве?
культура,culture,[ˈkʌltʃə],Invasion of the Culture Snatchers?,Похитители культуры?
чашка,cup,[kʌp],"A cup of coffee, please.","Чашку кофе, пожалуйста."
шкаф,cupboard,[ˈkʌpəd],I tidied the linen cupboard.,Я навела порядок в бельевом шкафу.
лекарство,cure,[kjuə],A Talking Cure for Syria,Переговоры – лекарство для Сирии
вылечивать,cure,[kjuə],This medicine may cure him.,Возможно это лекарство его вылечит.
любопытство,curiosity,[ˌkjuərɪˈɔsɪtɪ],"and ""Does it invoke curiosity?""",Вызовет ли эта работа любопытство?
